,Name,Representation,Representative_Docs,Better_Names
231,230_chrysler_volkswagens_volkswagen_fiat,"['chrysler', 'volkswagens', 'volkswagen', 'fiat', 'marchionne', 'auto', 'sergio', 'merge', 'carmakers', 'emissionscheating']","['Sergio Marchionne, chief executive of Fiat Chrysler, has an ambitious plan to save the auto industry. And he can’t seem to sell it.', 'Sergio Marchionne, the chief executive of Fiat Chrysler, said he would not make another offer to merge with General Motors, as contract negotiations opened in Detroit.', 'Sergio Marchionne, the chief executive of Fiat Chrysler, said he would not make another offer to merge with General Motors, as contract negotiations opened in Detroit.']",Fiat Chrysler Merger Proposals and Automotive Industry Challenges
232,231_netanyahu_benjamin_prime_minister,"['netanyahu', 'benjamin', 'prime', 'minister', 'israel', 'netanyahus', 'israels', 'israeli', 'naftali', 'arab']","['As Prime Minister Benjamin Netanyahu of Israel arrives at the White House on Monday, he and President Obama have reasons to put the past behind them.', 'The meaning of Prime Minister Benjamin Netanyahu’s drawing at the United Nations is unclear to many people in Israel.', 'The meaning of Prime Minister Benjamin Netanyahu’s drawing at the United Nations is unclear to many people in Israel.']",Benjamin Netanyahu's Tenure as Israeli Prime Minister
233,232_canceled_cancel_festival_concerts,"['canceled', 'cancel', 'festival', 'concerts', 'concert', 'carnival', 'conductors', 'celebration', 'citing', 'planned']","['A performance by Peter Yarrow, of Peter, Paul and Mary fame, has been canceled from an arts festival.', 'Once the coronavirus pandemic canceled concerts around the world, Timo Andres decided to reconstruct his recital as a series of YouTube videos.', 'Once the coronavirus pandemic canceled concerts around the world, Timo Andres decided to reconstruct his recital as a series of YouTube videos.']",Event Cancellations and Adaptations in the Arts Industry
234,233_ebola_sierra_outbreak_leone,"['ebola', 'sierra', 'outbreak', 'leone', 'africa', 'experimental', 'west', 'virus', 'endured', 'anemona']","['The treatment was at one point the top experimental therapy recommended by the World Health Organization for testing during the Ebola outbreak in West Africa.', 'The latest American aid worker to contract Ebola overseas was quickly transported back to the United States; the course of care has been markedly different for a Sierra Leonean colleague who developed Ebola within days of the American.', 'The latest American aid worker to contract Ebola overseas was quickly transported back to the United States; the course of care has been markedly different for a Sierra Leonean colleague who developed Ebola within days of the American.']",West Africa Ebola Outbreak in Sierra Leone
235,234_critics_lately_times_listening,"['critics', 'lately', 'times', 'listening', 'theyve', 'share', 'narrated', 'handful', 'tehelka', 'cbgb']","['Times critics share what they’ve been listening to lately.', 'Times critics share what they’ve been listening to lately.', 'Times critics share what they’ve been listening to lately.']",Recent Music Recommendations by Times Critics
236,235_unions_labor_workers_union,"['unions', 'labor', 'workers', 'union', 'unionize', 'publicsector', 'contracts', 'face', 'mouthy', 'litigants']","['As unions have weakened, work site committees offer an alternative that is easier to form and can guard workers’ rights and improve job conditions.', 'While the French economy has become more open and competitive in recent decades, candidates’ proposals to ease labor laws, shrink the government and confront unions face resistance.', 'While the French economy has become more open and competitive in recent decades, candidates’ proposals to ease labor laws, shrink the government and confront unions face resistance.']",Labor Unions and Workers' Rights
237,236_discounts_furniture_linens_pillows,"['discounts', 'furniture', 'linens', 'pillows', 'bedding', 'lamps', 'mocktails', '304', 'barnacles', 'trianon']","['Discounts on furniture, flatware, crystal and more.', 'Discounts on tableware, furniture and more.', 'Discounts on furniture, textiles and more.']",Home Decor and Furnishings Discounts
238,237_responds_reader_article_recent,"['responds', 'reader', 'article', 'recent', 'frontpage', 'reimagine', 'reacts', 'foreclosed', 'librarian', 'judgment']","['A reader responds to a recent article. ', 'A reader responds to a recent article.', 'A reader responds to a recent article. ']",Reader Feedback on Recent Frontpage Article
239,238_young_teenagers_roundup_stories,"['young', 'teenagers', 'roundup', 'stories', 'articles', 'monthly', 'times', 'sections', 'published', 'people']","['A roundup of stories published in The Times this summer about young people. Would you like this to be a regular feature? Let us know.', 'In this installment of our monthly collection, we spotlight five articles that use photography and narrative to reveal the texture of teenage life, 11 articles about young people making a splash in the world, and three other articles about teenagers that can provoke discussion.', 'In this installment of our monthly collection, we spotlight five articles that use photography and narrative to reveal the texture of teenage life, 11 articles about young people making a splash in the world, and three other articles about teenagers that can provoke discussion.']",Teen Life Monthly Roundup
240,239_connecticut_jersey_winning_numbers,"['connecticut', 'jersey', 'winning', 'numbers', 'york', 'new', 'lotteries', '2012', 'intramural', '5000squaremile']","['The winning numbers for New York, New Jersey and Connecticut.', 'The winning numbers for New York, New Jersey and Connecticut.', 'The winning numbers for New York, New Jersey and Connecticut.']",Tri-State Area Lottery Winning Numbers
241,240_plants_gardeners_indoor_gardens,"['plants', 'gardeners', 'indoor', 'gardens', 'kindie', 'minders', 'carnivorous', 'gravitropism', 'flytrap', 'bothies']","['Three experts choose their favorite indoor plants and offer growing tips.', 'Admire plants for what they do. Not for what they look like.', 'Admire plants for what they do. Not for what they look like.']",Indoor Gardening and Plant Care
242,241_cars_concours_stainless_collection,"['cars', 'concours', 'stainless', 'collection', 'fangio', 'steel', 'racecar', 'dlgance', 'car', 'manuel']","['An article last Sunday about the Depósito del Automóvil, Cuba’s antique auto museum, referred incorrectly to a car in the collection. It is a replica of a Maserati racecar driven by Juan Manuel Fangio, the five-time world champion, in 1957, not 1960.', 'On Sunday morning, with rain threatening, about 30 vintage cars came to Roosevelt Field on Long Island for the second annual Vanderbilt Autocross and Concours de Provenance. I came to see the famous Black Beast.', 'On Sunday morning, with rain threatening, about 30 vintage cars came to Roosevelt Field on Long Island for the second annual Vanderbilt Autocross and Concours de Provenance. I came to see the famous Black Beast.']",Vintage Racecar Exhibitions and Collections
243,242_ryan_paul_speaker_representative,"['ryan', 'paul', 'speaker', 'representative', 'wisconsin', 'house', 'republican', 'ryans', 'presidential', 'romney']","['Paul Ryan returns to Washington this week, and though he has not voiced interest in the House speaker position, many hope that he has changed his mind.', 'Some influential members of the conservative news media have turned on Representative Paul Ryan, whom Republicans are trying to draft for speaker of the House.', 'Some influential members of the conservative news media have turned on Representative Paul Ryan, whom Republicans are trying to draft for speaker of the House.']",Paul Ryan's Political Career
244,243_articles_word_appeared_past,"['articles', 'word', 'appeared', 'past', 'times', 'year', 'york', 'this', '32', 'has']","['This word has appeared in 32 New York Times articles in the past year.', 'This word has appeared in 50 New York Times articles in the past year.', 'This word has appeared in 50 New York Times articles in the past year.']",Frequency of a Word in New York Times Articles Over a Year
245,244_apology_apologized_inappropriately_slur,"['apology', 'apologized', 'inappropriately', 'slur', 'suspension', 'suspended', 'attending', 'revelation', 'burley', 'axl']","['David Letterman apologized to his wife on the air Monday, in his first public comments since his revelation last week of his sexual relationships with staff members.', 'Axl Rose, the mercurial Guns N’ Roses front man, said he didn’t “expect the overwhelmingly positive response” to his decision to sit out the induction ceremony at the Rock and Roll Hall of Fame and Museum, and offered an apology “to Cleveland, Ohio for not apologizing to them beforehand for not attending.”', 'Axl Rose, the mercurial Guns N’ Roses front man, said he didn’t “expect the overwhelmingly positive response” to his decision to sit out the induction ceremony at the Rock and Roll Hall of Fame and Museum, and offered an apology “to Cleveland, Ohio for not apologizing to them beforehand for not attending.”']",Public Apologies by Celebrities
246,245_2016_appearing_corrections_print,"['2016', 'appearing', 'corrections', 'print', '24', 'sunday', 'september', 'august', 'october', 'july']","['Corrections appearing in print on Friday, July 1, 2016.', 'Corrections appearing in print on Friday, May 6, 2016.', 'Corrections appearing in print on Friday, May 6, 2016.']",Print Corrections Published in 2016
247,246_skateboarding_skate_skaters_trampoline,"['skateboarding', 'skate', 'skaters', 'trampoline', 'jumps', 'nissen', 'skates', 'skateboard', 'sport', 'promoting']","['The trampoline offshoot blends the countercultural aspect of skateboarding with the raw daring of parkour and freestyle snowboarding, all of it fueled by social media. ', 'Mr. Kessler banded with graffiti artists to help give a distinctively New York spin to the nascent sport of skateboarding and then helped popularize it by designing skate parks.', 'Mr. Kessler banded with graffiti artists to help give a distinctively New York spin to the nascent sport of skateboarding and then helped popularize it by designing skate parks.']",Extreme Skateboarding and Trampoline Fusion
248,247_page_front_hudson_recreational,"['page', 'front', 'hudson', 'recreational', 'valley', 'cultural', 'events', 'guide', 'corrected', 'accounts']","['A guide to cultural and recreational events in the Hudson Valley.', 'A guide to cultural and recreational events in the Hudson Valley.', 'A guide to cultural and recreational events in the Hudson Valley.']",Hudson Valley Cultural and Recreational Events Guide
249,248_review_respond_sunday_readers,"['review', 'respond', 'sunday', 'readers', 'issues', 'book', 'recent', 'article', 'essay', 'creationism']","['Readers respond to recent issues of the Sunday Book Review.', 'Readers respond to recent issues of the Sunday Book Review.', 'Readers respond to recent issues of the Sunday Book Review.']",Sunday Book Review Feedback
250,249_charities_charity_donations_give,"['charities', 'charity', 'donations', 'give', 'money', 'charitable', 'philanthropy', 'wealthy', 'donate', 'giving']","['Tell us which charities inspire your children, and your family, to give time and money to a cause.', 'At least two dozen charities that lawmakers or their families helped create or run routinely accept donations from businesses seeking to influence them.', 'At least two dozen charities that lawmakers or their families helped create or run routinely accept donations from businesses seeking to influence them.']",Charitable Giving and Donations
251,250_arrested_rapper_idol_arrest,"['arrested', 'rapper', 'idol', 'arrest', 'was', 'jail', 'kettlebell', 'oxnard', 'voicemail', 'groundskeeper']","['Derek Bryson Park, who serves on the New York City Commission on Human Rights, was arrested after an encounter with a woman he had recently met, a police official said.', 'Nevest Coleman was arrested in 1994 on murder and rape charges. He was exonerated last year, and this week he got his job back as a groundskeeper.', 'Nevest Coleman was arrested in 1994 on murder and rape charges. He was exonerated last year, and this week he got his job back as a groundskeeper.']",High-Profile Arrests and Exonerations
252,251_black_matter_lives_movement,"['black', 'matter', 'lives', 'movement', 'duvernay', 'history', 'tribe', 'industrial', 'unmistakable', 'somerville']","['The Black Lives Matter movement has given leaders from the Global South new traction for change.', 'A day with the most recognizable face of the Black Lives Matter movement.', 'A day with the most recognizable face of the Black Lives Matter movement.']",Black Lives Matter Movement
253,252_redistricting_maps_congressional_gerrymandering,"['redistricting', 'maps', 'congressional', 'gerrymandering', 'court', 'partisan', 'map', 'democrats', 'texas', 'districts']","['The justices sent a case on legislative maps back to a state court for another look, but they refused a request to block the state’s congressional maps.', 'State courts had ruled that earlier maps for congressional elections had been warped by partisan gerrymandering. Democrats stand to benefit from the justices’ decision.', 'State courts had ruled that earlier maps for congressional elections had been warped by partisan gerrymandering. Democrats stand to benefit from the justices’ decision.']",Congressional Redistricting and Gerrymandering Challenges
254,253_sneakers_shoes_spade_brand,"['sneakers', 'shoes', 'spade', 'brand', 'boots', 'sneaker', 'fleece', 'shoe', 'introduces', 'sportswear']","['It’s time to surrender your sneakers for some striking updates on three classic styles.', 'Experts at Sneaker Con offered strategies for identifying counterfeit shoes, gave advice on how to choose investment sneakers and said what they would be willing to pay for the right kicks ($30,000).', 'Experts at Sneaker Con offered strategies for identifying counterfeit shoes, gave advice on how to choose investment sneakers and said what they would be willing to pay for the right kicks ($30,000).']",Sneaker Brand Trends and Authenticity
255,254_word_articles_appeared_past,"['word', 'articles', 'appeared', 'past', 'times', 'year', 'york', 'this', 'has', '19']","['This word has appeared in five New York Times articles in the past year.', 'This word has appeared in five New York Times articles in the past year.', 'This word has appeared in five New York Times articles in the past year.']",Word Frequency in New York Times Articles Over the Past Year
256,255_wind_offshore_turbines_projects,"['wind', 'offshore', 'turbines', 'projects', 'power', 'nations', 'farm', 'delaware', 'farms', 'winds']","['Georgia and the Carolinas are taking the first steps toward potential offshore wind projects, by measuring wind patterns and carrying out other studies.', 'The Block Island Wind Farm, consisting of five turbines off Rhode Island, sets up the possibility for offshore wind projects elsewhere along the coast.', 'The Block Island Wind Farm, consisting of five turbines off Rhode Island, sets up the possibility for offshore wind projects elsewhere along the coast.']",Offshore Wind Farm Development
257,256_grammar_words_language_mixups,"['grammar', 'words', 'language', 'mixups', 'examples', 'languages', 'nuance', 'usage', 'word', 'sometimes']","['In honor of National Grammar Day, tell us how good your grammar is, and to what extent you think it matters.', 'My recent diatribes about relative pronouns, agreement and the perils of “like” have not exhausted the menu of favorite grammar gaffes. Danglers and the subjunctive will get their turn soon. But for this week, I’ll shift from grammar to word use, with the latest in our file of sound-alike mix-ups.', 'My recent diatribes about relative pronouns, agreement and the perils of “like” have not exhausted the menu of favorite grammar gaffes. Danglers and the subjunctive will get their turn soon. But for this week, I’ll shift from grammar to word use, with the latest in our file of sound-alike mix-ups.']",Common Grammar Mistakes and Word Confusions in Language Usage
258,257_self_loneliness_life_afflictions,"['self', 'loneliness', 'life', 'afflictions', 'incurable', 'deary', 'cuddle', 'live', 'selfhelp', 'pup']","['What is a true self? For an author whose rare illness forces her to live in literal darkness, the issue is far from metaphorical.', 'Philosophy meets self-help in “How We Are,” the first book in the projected “How We Live” trilogy by Vincent Deary, a British health psychologist.', 'Philosophy meets self-help in “How We Are,” the first book in the projected “How We Live” trilogy by Vincent Deary, a British health psychologist.']",Exploring Self-Identity and Coping with Solitude in Life's Challenges
259,258_teenagers_cultural_events_happening,"['teenagers', 'cultural', 'events', 'happening', 'guide', 'children', 'york', 'subjects', 'weekend', 'ahead']","['Our guide to cultural events in New York City for children and teenagers happening this weekend and in the week ahead.', 'Our guide to cultural events in New York City for children and teenagers happening this weekend and in the week ahead.', 'Our guide to cultural events in New York City for children and teenagers happening this weekend and in the week ahead.']",New York City Cultural Events Guide for Teens and Children
260,259_mcconnell_mitch_senate_senators,"['mcconnell', 'mitch', 'senate', 'senators', 'stalwart', 'leader', 'nominees', 'senator', 'majority', 'bipartisan']","['The Senate, once known as “the world’s greatest deliberative body,” is operating as Senator Mitch McConnell would like: as an approval factory for President Trump’s nominees.', 'Mitch McConnell, the Senate minority leader and incoming majority leader, accused the president of prioritizing politics and his own legacy over good policy.', 'Mitch McConnell, the Senate minority leader and incoming majority leader, accused the president of prioritizing politics and his own legacy over good policy.']",Mitch McConnell's Leadership and Influence in the U.S. Senate
261,260_tennis_wimbledon_ashe_matches,"['tennis', 'wimbledon', 'ashe', 'matches', 'match', 'arthur', 'stadium', 'tenniss', 'players', 'singles']","['What would it take to make the tennis in movies look, well, like good tennis?.', 'So far the matches haven’t been competitive at Arthur Ashe Stadium, a place where fans have come to expect good tennis.', 'So far the matches haven’t been competitive at Arthur Ashe Stadium, a place where fans have come to expect good tennis.']",Arthur Ashe's Wimbledon Tennis Matches
262,261_citigroup_citigroups_phibro_vikram,"['citigroup', 'citigroups', 'phibro', 'vikram', 'pandit', 'cit', 'executive', 'chief', 'trading', 'troubled']","['Phibro, the energy trading arm of beleaguered bank Citigroup, was silent after the White House criticized a reported $100 million pay plan for its top trader, Andrew Hall, as “out of whack.”', 'Citigroup’s chief executive, Vikram S. Pandit, criticized new global capital rules, saying that in some cases they “don’t go far enough” or even make the problems that led to the financial crisis worse.', 'Citigroup’s chief executive, Vikram S. Pandit, criticized new global capital rules, saying that in some cases they “don’t go far enough” or even make the problems that led to the financial crisis worse.']",Citigroup's Phibro Controversy and Vikram Pandit's Leadership
263,262_judge_judges_court_ruling,"['judge', 'judges', 'court', 'ruling', 'appeal', 'denies', 'refused', 'supreme', 'troianos', 'enright']","['A federal judge denies a request by prosecutors to reconsider his ruling last month striking down a ban on direct contributions from corporations to political candidates.', 'A judge ruled that the vote on the deal was legal, but dissident shareholders filed motions for a stay to appeal the ruling.', 'A judge ruled that the vote on the deal was legal, but dissident shareholders filed motions for a stay to appeal the ruling.']",Judicial Decisions and Appeals in Court Cases
264,263_women_female_butting_factored,"['women', 'female', 'butting', 'factored', 'womenfocused', 'broad', 'femininity', 'friction', 'collectives', 'eighteen']","['The campaign for the right to vote crystallized notions of femininity and motherhood that women are still expected to navigate.', 'Women are leading, or have recently led, what were once fringe parties — pushing their extremist views to the mainstream with an appeal to women who vote.', 'Women are leading, or have recently led, what were once fringe parties — pushing their extremist views to the mainstream with an appeal to women who vote.']",Women's Influence in Politics and Society
265,264_tony_awards_musical_award,"['tony', 'awards', 'musical', 'award', 'nomination', 'won', 'hamilton', 'broadway', 'pm', 'miranda']","['This family drama, which won five Tony Awards last year, including one for best new musical, will have played 26 preview and 582 regular performances.', ""A look at a special In Performance event, hosted by The Times ahead of this year's Tony Awards."", ""A look at a special In Performance event, hosted by The Times ahead of this year's Tony Awards.""]",Tony Awards in Musical Theatre
